run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 003 accepted,48,3104,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,49,2654,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,50,2958,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,51,3187,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,52,2267,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,53,1986,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,54,2277,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,55,183,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,56,2293,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,57,2469,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,58,2814,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,59,3262,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,60,3108,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,61,3157,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,62,3384,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,63,3284,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,64,5266,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,65,2780,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,66,3187,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,67,2154,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,68,4332,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,69,2347,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,70,4574,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,71,3482,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,72,3574,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,73,3509,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,74,3211,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,75,2502,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,76,4005,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,77,3069,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,78,3215,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,79,3439,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,80,2907,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,81,3966,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,82,4005,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,83,3070,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,84,2327,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,85,2353,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,86,3974,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,87,3093,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,88,2651,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,89,3078,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,90,1925,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,91,2826,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,92,2988,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,93,2654,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,94,2041,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,95,3744,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,96,3194,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,97,2729,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,98,3580,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,99,3466,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
